25
0,1,8.61
0,2,14.02
0,3,40.65
0,4,23.32
0,5,24.99
0,6,10.08
0,7,24.34
0,8,17.5
0,9,30.92
0,10,20.04
0,11,26.2
0,12,12.66
0,13,8.99
0,14,28.51
0,15,15.87
0,16,18.67
0,17,11.08
0,18,14.11
0,19,9.99
0,20,21.17
0,21,22.98
0,22,4.1
0,23,20.88
0,24,20.33
1,0,8.61
1,2,22.62
1,3,47.35
1,4,30.25
1,5,33.53
1,6,4.88
1,7,32.78
1,8,15.34
1,9,38.97
1,10,26.4
1,11,34.15
1,12,20.88
1,13,17.02
1,14,36.13
1,15,7.75
1,16,11.69
1,17,8.09
1,18,16.23
1,19,8.0
1,20,15.4
1,21,31.57
1,22,7.22
1,23,27.72
1,24,19.45
2,0,14.02
2,1,22.62
2,3,32.59
2,4,16.89
2,5,11.09
2,6,23.16
2,7,11.67
2,8,27.67
2,9,19.5
2,10,16.3
2,11,14.27
2,12,4.53
2,13,8.15
2,14,18.9
2,15,29.57
2,16,31.54
2,17,23.4
2,18,20.91
2,19,21.48
2,20,32.93
2,21,8.97
2,22,16.44
2,23,13.66
2,24,27.45
3,0,40.65
3,1,47.35
3,2,32.59
3,4,17.34
3,5,31.7
3,6,50.5
3,7,22.8
3,8,40.21
3,9,15.35
3,10,20.94
3,11,39.56
3,12,37.11
3,13,31.97
3,14,13.78
3,15,55.04
3,16,58.85
3,17,42.3
3,18,33.3
3,19,50.57
3,20,61.79
3,21,30.3
3,22,44.64
3,23,44.63
3,24,59.25
4,0,23.32
4,1,30.25
4,2,16.89
4,3,17.34
4,5,20.79
4,6,33.2
4,7,11.95
4,8,25.67
4,9,11.64
4,10,4.41
4,11,27.89
4,12,21.22
4,13,14.68
4,14,7.05
4,15,37.99
4,16,41.62
4,17,26.04
4,18,17.9
4,19,33.24
4,20,44.46
4,21,18.5
4,22,27.3
4,23,30.28
4,24,42.21
5,0,24.99
5,1,33.53
5,2,11.09
5,3,31.7
5,4,20.79
5,6,33.56
5,7,9.39
5,8,38.23
5,9,16.42
5,10,22.48
5,11,7.85
5,12,13.05
5,13,18.76
5,14,18.7
5,15,40.16
5,16,41.61
5,17,34.42
5,18,30.94
5,19,31.35
5,20,42.34
5,21,2.55
5,22,26.97
5,23,14.51
5,24,34.76
6,0,10.08
6,1,4.88
6,2,23.16
6,3,50.5
6,4,33.2
6,5,33.56
6,7,34.16
6,8,20.22
6,9,40.97
6,10,29.66
6,11,33.04
6,12,20.54
6,13,19.07
6,14,38.59
6,15,6.73
6,16,8.6
6,17,12.95
6,18,20.69
6,19,3.73
6,20,11.36
6,21,31.86
6,22,6.73
6,23,25.71
6,24,14.66
7,0,24.34
7,1,32.78
7,2,11.67
7,3,22.8
7,4,11.95
7,5,9.39
7,6,34.16
7,8,33.54
7,9,8.15
7,10,14.58
7,11,17.1
7,12,15.87
7,13,15.91
7,14,9.38
7,15,40.21
7,16,42.7
7,17,31.42
7,18,25.7
7,19,32.88
7,20,44.42
7,21,7.58
7,22,27.47
7,23,21.92
7,24,39.03
8,0,17.5
8,1,15.34
8,2,27.67
8,3,40.21
8,4,25.67
8,5,38.23
8,6,20.22
8,7,33.54
8,9,36.92
8,10,21.27
8,11,41.73
8,12,28.48
8,13,19.56
8,14,32.69
8,15,20.25
8,16,25.23
8,17,7.36
8,18,7.94
8,19,23.12
8,20,29.68
8,21,35.77
8,22,19.75
8,23,37.95
8,24,34.72
9,0,30.92
9,1,38.97
9,2,19.5
9,3,15.35
9,4,11.64
9,5,16.42
9,6,40.97
9,7,8.15
9,8,36.92
9,10,15.83
9,11,24.25
9,12,23.86
9,13,22.01
9,14,4.92
9,15,46.63
9,16,49.57
9,17,36.27
9,18,29.01
9,19,40.08
9,20,51.65
9,21,15.23
9,22,34.42
9,23,29.94
9,24,46.95
10,0,20.04
10,1,26.4
10,2,16.3
10,3,20.94
10,4,4.41
10,5,22.48
10,6,29.66
10,7,14.58
10,8,21.27
10,9,15.83
10,11,28.91
10,12,20.21
10,13,12.04
10,14,11.42
10,15,34.1
10,16,37.93
10,17,21.77
10,18,13.49
10,19,30.03
10,20,41.0
10,21,20.01
10,22,24.11
10,23,29.97
10,24,39.65
11,0,26.2
11,1,34.15
11,2,14.27
11,3,39.56
11,4,27.89
11,5,7.85
11,6,33.04
11,7,17.1
11,8,41.73
11,9,24.25
11,10,28.91
11,12,13.59
11,13,22.38
11,14,26.47
11,15,39.77
11,16,40.27
11,17,36.79
11,18,35.17
11,19,30.17
11,20,40.13
11,21,9.58
11,22,27.03
11,23,9.06
11,24,30.9
12,0,12.66
12,1,20.88
12,2,4.53
12,3,37.11
12,4,21.22
12,5,13.05
12,6,20.54
12,7,15.87
12,8,28.48
12,9,23.86
12,10,20.21
12,11,13.59
12,13,10.02
12,14,23.42
12,15,27.18
12,16,28.57
12,17,23.22
12,18,22.55
12,19,18.32
12,20,29.49
12,21,11.55
12,22,14.04
12,23,10.26
12,24,23.17
13,0,8.99
13,1,17.02
13,2,8.15
13,3,31.97
13,4,14.68
13,5,18.76
13,6,19.07
13,7,15.91
13,8,19.56
13,9,22.01
13,10,12.04
13,11,22.38
13,12,10.02
13,14,19.54
13,15,24.63
13,16,27.65
13,17,15.87
13,18,12.8
13,19,18.67
13,20,30.08
13,21,16.37
13,22,12.77
13,23,20.27
13,24,27.65
14,0,28.51
14,1,36.13
14,2,18.9
14,3,13.78
14,4,7.05
14,5,18.7
14,6,38.59
14,7,9.38
14,8,32.69
14,9,4.92
14,10,11.42
14,11,26.47
14,12,23.42
14,13,19.54
14,15,43.86
14,16,47.15
14,17,32.65
14,18,24.86
14,19,38.11
14,20,49.6
14,21,16.96
14,22,32.28
14,23,30.91
14,24,45.97
15,0,15.87
15,1,7.75
15,2,29.57
15,3,55.04
15,4,37.99
15,5,40.16
15,6,6.73
15,7,40.21
15,8,20.25
15,9,46.63
15,10,34.1
15,11,39.77
15,12,27.18
15,13,24.63
15,14,43.86
15,16,5.0
15,17,14.05
15,18,23.16
15,19,9.92
15,20,9.62
15,21,38.39
15,22,13.19
15,23,32.33
15,24,18.12
16,0,18.67
16,1,11.69
16,2,31.54
16,3,58.85
16,4,41.62
16,5,41.61
16,6,8.6
16,7,42.7
16,8,25.23
16,9,49.57
16,10,37.93
16,11,40.27
16,12,28.57
16,13,27.65
16,14,47.15
16,15,5.0
16,17,18.82
16,18,27.73
16,19,10.27
16,20,4.69
16,21,40.06
16,22,15.24
16,23,32.19
16,24,14.9
17,0,11.08
17,1,8.09
17,2,23.4
17,3,42.3
17,4,26.04
17,5,34.42
17,6,12.95
17,7,31.42
17,8,7.36
17,9,36.27
17,10,21.77
17,11,36.79
17,12,23.22
17,13,15.87
17,14,32.65
17,15,14.05
17,16,18.82
17,18,9.31
17,19,15.76
17,20,23.02
17,21,32.12
17,22,12.65
17,23,31.95
17,24,27.37
18,0,14.11
18,1,16.23
18,2,20.91
18,3,33.3
18,4,17.9
18,5,30.94
18,6,20.69
18,7,25.7
18,8,7.94
18,9,29.01
18,10,13.49
18,11,35.17
18,12,22.55
18,13,12.8
18,14,24.86
18,15,23.16
18,16,27.73
18,17,9.31
18,19,22.55
18,20,31.63
18,21,28.43
18,22,17.6
18,23,32.59
18,24,33.91
19,0,9.99
19,1,8.0
19,2,21.48
19,3,50.57
19,4,33.24
19,5,31.35
19,6,3.73
19,7,32.88
19,8,23.12
19,9,40.08
19,10,30.03
19,11,30.17
19,12,18.32
19,13,18.67
19,14,38.11
19,15,9.92
19,16,10.27
19,17,15.76
19,18,22.55
19,20,11.57
19,21,29.84
19,22,5.93
19,23,22.45
19,24,11.63
20,0,21.17
20,1,15.4
20,2,32.93
20,3,61.79
20,4,44.46
20,5,42.34
20,6,11.36
20,7,44.42
20,8,29.68
20,9,51.65
20,10,41.0
20,11,40.13
20,12,29.49
20,13,30.08
20,14,49.6
20,15,9.62
20,16,4.69
20,17,23.02
20,18,31.63
20,19,11.57
20,21,41.03
20,22,17.32
20,23,31.59
20,24,11.89
21,0,22.98
21,1,31.57
21,2,8.97
21,3,30.3
21,4,18.5
21,5,2.55
21,6,31.86
21,7,7.58
21,8,35.77
21,9,15.23
21,10,20.01
21,11,9.58
21,12,11.55
21,13,16.37
21,14,16.96
21,15,38.39
21,16,40.06
21,17,32.12
21,18,28.43
21,19,29.84
21,20,41.03
21,22,25.2
21,23,14.86
21,24,34.03
22,0,4.1
22,1,7.22
22,2,16.44
22,3,44.64
22,4,27.3
22,5,26.97
22,6,6.73
22,7,27.47
22,8,19.75
22,9,34.42
22,10,24.11
22,11,27.03
22,12,14.04
22,13,12.77
22,14,32.28
22,15,13.19
22,16,15.24
22,17,12.65
22,18,17.6
22,19,5.93
22,20,17.32
22,21,25.2
22,23,20.52
22,24,16.41
23,0,20.88
23,1,27.72
23,2,13.66
23,3,44.63
23,4,30.28
23,5,14.51
23,6,25.71
23,7,21.92
23,8,37.95
23,9,29.94
23,10,29.97
23,11,9.06
23,12,10.26
23,13,20.27
23,14,30.91
23,15,32.33
23,16,32.19
23,17,31.95
23,18,32.59
23,19,22.45
23,20,31.59
23,21,14.86
23,22,20.52
23,24,21.89
24,0,20.33
24,1,19.45
24,2,27.45
24,3,59.25
24,4,42.21
24,5,34.76
24,6,14.66
24,7,39.03
24,8,34.72
24,9,46.95
24,10,39.65
24,11,30.9
24,12,23.17
24,13,27.65
24,14,45.97
24,15,18.12
24,16,14.9
24,17,27.37
24,18,33.91
24,19,11.63
24,20,11.89
24,21,34.03
24,22,16.41
24,23,21.89
